id,geometry,epsg
1360,POINT(2.29347453776 48.8289769336863),4326
1376,POINT(2.29992297001 48.8416976835863),4326
1395,POINT(2.30287394447 48.8359976830863),4326
1397,POINT(2.28497990085 48.8399888768863),4326
1398,POINT(2.30343994603 48.8351571438863),4326
1415,POINT(2.31351460717 48.8419583047863),4326
1419,POINT(2.27178285527 48.8340752176863),4326
1467,POINT(2.30052433853 48.8312612952863),4326
1470,POINT(2.31269589517 48.8373072762863),4326
1507,POINT(2.27447477005 48.8418264982863),4326
1517,POINT(2.27928982205 48.8326935919863),4326
1518,POINT(2.28177164259 48.8463912591863),4326
1563,POINT(2.28203469307 48.8465910763863),4326
1568,POINT(2.27603596076 48.8420628408863),4326
1576,POINT(2.29905588567 48.8307608468863),4326
1577,POINT(2.27666720241 48.8408566997863),4326
1590,POINT(2.3153573568 48.8398855347863),4326
1599,POINT(2.31390094993 48.8377401631863),4326
1604,POINT(2.29984194367 48.8310799902863),4326
1606,POINT(2.27570412673 48.8379945729863),4326
1607,POINT(2.26757239679 48.8305385839863),4326
1620,POINT(2.28763996335 48.8451129016863),4326
1632,POINT(2.30383274121 48.8307324284863),4326
1634,POINT(2.30626814832 48.8366075310863),4326
1635,POINT(2.31413102933 48.8412229656863),4326
1636,POINT(2.31740939585 48.8412510796863),4326
1640,POINT(2.29958005917 48.8312352182863),4326
1642,POINT(2.28008564843 48.8408769347863),4326
1652,POINT(2.28792889054 48.8505606158863),4326
1654,POINT(2.28176277692 48.8325278100863),4326
1655,POINT(2.30290013721 48.8487239031863),4326
1672,POINT(2.27712774868 48.8454839694863),4326
1680,POINT(2.2755856771 48.8413048953863),4326
1681,POINT(2.30420340543 48.8449063876863),4326
1694,POINT(2.27161574526 48.8351333153863),4326
1709,POINT(2.28161668681 48.8352716856863),4326
1746,POINT(2.29345198538 48.8345216301863),4326
1760,POINT(2.29954038191 48.8291310718863),4326
1761,POINT(2.2806628588 48.8378894911863),4326
1764,POINT(2.30823793484 48.8373174088863),4326
1786,POINT(2.30994907312 48.8440640361863),4326
1820,POINT(2.29917112776 48.8322062177863),4326
